,0 2 4 5 6,0 1 2 4 8,0 1 2 5 8,0 1 2 3 6,0 2 5 6 7,0 1 2 3 5,0 1 2 4 6,0 2 5 6 8,0 3 4 6 8,0 2 3 6 8,0 1 2 5 7,0 1 3 5 6,0 1 3 6 9,0 1 2 3 7,0 1 2 6 8,0 1 2 6 7,0 1 3 5 7,0 1 3 4 6,0 1 4 6 8,0 2 3 5 6,0 2 4 6 7,0 1 5 6 7,0 1 2 4 7,0 2 5 6 9,0 3 5 6 7,0 1 4 6 9,0 1 2 4 5,0 2 3 4 6,0 4 5 6 7,0 1 4 5 8,0 2 3 4 8,0 3 4 5 8,0 2 3 4 7,0 2 3 4 5,0 3 4 6 7,0 1 4 5 7,0 2 4 5 8,0 1 4 5 6,0 1 4 7 8,0 1 3 4 5,0 2 4 6 9,0 2 4 7 8,0 2 3 6 9,0 1 3 6 7,0 2 4 6 8,0 3 4 5 7,0 1 2 5 6,0 1 4 6 7,0 2 3 5 8,0 1 3 4 8,0 3 6 7 8,0 3 4 5 6,0 1 2 3 4,0 1 3 6 8,0 1 5 6 8,0 3 5 6 8,0 1 3 4 7,0 2 5 7 8,0 2 3 6 7,0 3 4 7 8,0 3 5 7 8,0 2 3 5 7,0 2 3 7 8,0 1 3 5 8,0 2 4 5 7,0 2 4 7 9
0 3 4 5 8,0.08728858022074099,0.0660319626792565,0.05944037910706615,0.05813289082860075,0.054319255753772624,0.05412956713376885,0.050865578227365094,0.04942245386001838,0.04812280782758449,0.048115383619585325,0.04467878692864237,0.0439706096605699,0.043250456850633806,0.042957501707317464,0.03727006842153885,0.027368056891397347,0.025185827981051373,0.018821410211189826,0.018764376233176144,0.018503262845974505,0.017644446352299475,0.01666707434619863,0.014711175918903335,0.014205068443334995,0.013882066742213178,0.013557328449107564,0.011978758661812472,0.007909955596552942,0.007047286617996501,0.0014852453679300714,0.000781761742988385,0.0,-0.0065215669140922805,-0.006925451987074394,-0.006944709267815069,-0.008273909381891237,-0.00894922053343622,-0.00901169580446956,-0.010142896745324037,-0.01294608846446918,-0.0137790160844119,-0.014011721259067522,-0.01403139698879044,-0.01757928506100634,-0.02675415944255735,-0.03476382843582815,-0.036131151878801004,-0.04345201631904139,-0.04531562251559504,-0.047300044672368174,-0.050200604638228535,-0.05232683476873495,-0.0542307830010573,-0.05656884768889475,-0.061572280597785495,-0.0616493987539635,-0.06290806196590876,-0.06617694051868908,-0.07835509632225682,-0.08769246360467053,-0.09706734329919814,-0.1051551120923771,-0.10914926697619803,-0.16965938778207273,-0.17832931801194235,-0.1838985492703678
0 2 3 4 7,0.09381014713483327,0.07255352959334878,0.06596194602115843,0.06465445774269303,0.060840822667864905,0.06065113404786113,0.057387145141457374,0.05594402077411066,0.05464437474167677,0.054636950533677606,0.05120035384273465,0.05049217657466218,0.04977202376472609,0.049479068621409744,0.04379163533563113,0.03388962380548963,0.031707394895143654,0.025342977125282107,0.025285943147268425,0.025024829760066786,0.024166013266391756,0.02318864126029091,0.021232742832995616,0.020726635357427275,0.02040363365630546,0.020078895363199845,0.018500325575904752,0.014431522510645223,0.013568853532088782,0.008006812282022352,0.0073033286570806655,0.0065215669140922805,0.0,-0.00040388507298211307,-0.0004231423537227885,-0.0017523424677989563,-0.002427653619343939,-0.00249012889037728,-0.0036213298312317566,-0.006424521550376899,-0.007257449170319619,-0.007490154344975242,-0.0075098300746981594,-0.011057718146914058,-0.02023259252846507,-0.028242261521735867,-0.029609584964708724,-0.036930449404949106,-0.03879405560150276,-0.040778477758275894,-0.043679037724136255,-0.04580526785464267,-0.04770921608696502,-0.05004728077480247,-0.055050713683693214,-0.055127831839871216,-0.056386495051816476,-0.0596553736045968,-0.07183352940816454,-0.08117089669057825,-0.09054577638510586,-0.09863354517828482,-0.10262770006210575,-0.16313782086798045,-0.17180775109785007,-0.17737698235627553
0 2 3 4 5,0.09421403220781538,0.07295741466633089,0.06636583109414054,0.06505834281567514,0.06124470774084702,0.06105501912084324,0.05779103021443949,0.056347905847092775,0.055048259814658884,0.05504083560665972,0.05160423891571676,0.05089606164764429,0.0501759088377082,0.04988295369439186,0.04419552040861324,0.03429350887847174,0.03211127996812577,0.02574686219826422,0.025689828220250538,0.0254287148330489,0.02456989833937387,0.023592526333273023,0.02163662790597773,0.02113052043040939,0.020807518729287572,0.020482780436181958,0.018904210648886866,0.014835407583627336,0.013972738605070895,0.008410697355004465,0.0077072137300627785,0.006925451987074394,0.00040388507298211307,0.0,-1.9257280740675453e-05,-0.0013484573948168432,-0.002023768546361826,-0.002086243817395167,-0.0032174447582496435,-0.006020636477394786,-0.006853564097337506,-0.007086269271993129,-0.007105945001716046,-0.010653833073931945,-0.019828707455482958,-0.027838376448753754,-0.02920569989172661,-0.03652656433196699,-0.038390170528520645,-0.04037459268529378,-0.04327515265115414,-0.04540138278166056,-0.047305331013982904,-0.04964339570182036,-0.0546468286107111,-0.0547239467668891,-0.05598260997883436,-0.05925148853161469,-0.07142964433518242,-0.08076701161759614,-0.09014189131212375,-0.09822966010530271,-0.10222381498912364,-0.16273393579499834,-0.17140386602486796,-0.1769730972832934
0 3 4 6 7,0.09423328948855605,0.07297667194707157,0.06638508837488122,0.06507760009641582,0.061263965021587694,0.061074276401583916,0.05781028749518016,0.05636716312783345,0.05506751709539956,0.055060092887400394,0.05162349619645744,0.05091531892838497,0.050195166118448875,0.04990221097513253,0.04421477768935392,0.034312766159212416,0.03213053724886644,0.025766119479004895,0.025709085500991213,0.025447972113789574,0.024589155620114544,0.0236117836140137,0.021655885186718404,0.021149777711150064,0.020826776010028247,0.020502037716922633,0.01892346792962754,0.014854664864368011,0.01399199588581157,0.00842995463574514,0.007726471010803454,0.006944709267815069,0.0004231423537227885,1.9257280740675453e-05,0.0,-0.0013292001140761678,-0.0020045112656211506,-0.0020669865366544915,-0.003198187477508968,-0.006001379196654111,-0.00683430681659683,-0.007067011991252453,-0.007086687720975371,-0.01063457579319127,-0.019809450174742282,-0.02781911916801308,-0.029186442610985935,-0.03650730705122632,-0.03837091324777997,-0.040355335404553105,-0.043255895370413466,-0.045382125500919884,-0.04728607373324223,-0.04962413842107968,-0.054627571329970426,-0.05470468948614843,-0.05596335269809369,-0.05923223125087401,-0.07141038705444175,-0.08074775433685547,-0.09012263403138307,-0.09821040282456203,-0.10220455770838296,-0.16271467851425767,-0.17138460874412728,-0.17695384000255274
0 1 4 5 7,0.09556248960263222,0.07430587206114773,0.06771428848895739,0.06640680021049199,0.06259316513566386,0.06240347651566008,0.05913948760925633,0.05769636324190962,0.05639671720947573,0.05638929300147656,0.052952696310533606,0.052244519042461135,0.05152436623252504,0.0512314110892087,0.045543977803430086,0.03564196627328858,0.03345973736294261,0.027095319593081063,0.02703828561506738,0.026777172227865742,0.025918355734190712,0.024940983728089866,0.022985085300794572,0.022478977825226232,0.022155976124104415,0.0218312378309988,0.02025266804370371,0.01618386497844418,0.015321195999887738,0.009759154749821308,0.009055671124879622,0.008273909381891237,0.0017523424677989563,0.0013484573948168432,0.0013292001140761678,0.0,-0.0006753111515449828,-0.0007377864225783237,-0.0018689873634328003,-0.004672179082577943,-0.005505106702520662,-0.005737811877176285,-0.005757487606899203,-0.009305375679115102,-0.018480250060666115,-0.02648991905393691,-0.027857242496909768,-0.03517810693715015,-0.0370417131337038,-0.03902613529047694,-0.0419266952563373,-0.044052925386843717,-0.04595687361916606,-0.048294938307003515,-0.05329837121589426,-0.05337548937207226,-0.05463415258401752,-0.057903031136797845,-0.07008118694036558,-0.0794185542227793,-0.0887934339173069,-0.09688120271048586,-0.1008753575943068,-0.1613854784001815,-0.1700554086300511,-0.17562463988847657
0 2 4 5 8,0.0962378007541772,0.07498118321269272,0.06838959964050237,0.06708211136203697,0.06326847628720884,0.06307878766720507,0.05981479876080131,0.0583716743934546,0.05707202836102071,0.057064604153021545,0.05362800746207859,0.05291983019400612,0.052199677384070026,0.05190672224075368,0.04621928895497507,0.036317277424833566,0.03413504851448759,0.027770630744626046,0.027713596766612364,0.027452483379410725,0.026593666885735695,0.02561629487963485,0.023660396452339555,0.023154288976771215,0.022831287275649398,0.022506548982543784,0.02092797919524869,0.016859176129989162,0.01599650715143272,0.010434465901366291,0.009730982276424605,0.00894922053343622,0.002427653619343939,0.002023768546361826,0.0020045112656211506,0.0006753111515449828,0.0,-6.247527103334094e-05,-0.0011936762118878175,-0.00399686793103296,-0.00482979555097568,-0.005062500725631303,-0.00508217645535422,-0.00863006452757012,-0.017804938909121132,-0.02581460790239193,-0.027181931345364785,-0.03450279578560517,-0.03636640198215882,-0.038350824138931955,-0.041251384104792316,-0.043377614235298734,-0.04528156246762108,-0.04761962715545853,-0.052623060064349275,-0.05270017822052728,-0.05395884143247254,-0.05722771998525286,-0.0694058757888206,-0.07874324307123431,-0.08811812276576192,-0.09620589155894088,-0.10020004644276181,-0.16071016724863652,-0.16938009747850613,-0.1749493287369316
0 1 4 5 6,0.09630027602521055,0.07504365848372606,0.06845207491153571,0.06714458663307031,0.06333095155824219,0.06314126293823841,0.059877274031834654,0.05843414966448794,0.05713450363205405,0.057127079424054886,0.05369048273311193,0.05298230546503946,0.05226215265510337,0.051969197511787024,0.04628176422600841,0.03637975269586691,0.034197523785520934,0.027833106015659387,0.027776072037645705,0.027514958650444066,0.026656142156769036,0.02567877015066819,0.023722871723372896,0.023216764247804555,0.02289376254668274,0.022569024253577125,0.020990454466282032,0.016921651401022503,0.01605898242246606,0.010496941172399632,0.009793457547457946,0.00901169580446956,0.00249012889037728,0.002086243817395167,0.0020669865366544915,0.0007377864225783237,6.247527103334094e-05,0.0,-0.0011312009408544765,-0.003934392659999619,-0.004767320279942339,-0.005000025454597962,-0.005019701184320879,-0.008567589256536778,-0.01774246363808779,-0.025752132631358587,-0.027119456074331444,-0.034440320514571826,-0.03630392671112548,-0.038288348867898614,-0.041188908833758975,-0.04331513896426539,-0.04521908719658774,-0.04755715188442519,-0.052560584793315934,-0.052637702949493936,-0.053896366161439196,-0.05716524471421952,-0.06934340051778726,-0.07868076780020097,-0.08805564749472858,-0.09614341628790754,-0.10013757117172847,-0.16064769197760317,-0.1693176222074728,-0.17488685346589825
0 1 4 7 8,0.09743147696606502,0.07617485942458053,0.06958327585239019,0.06827578757392479,0.06446215249909666,0.06427246387909288,0.06100847497268913,0.05956535060534242,0.05826570457290853,0.05825828036490936,0.054821683673966407,0.054113506405893935,0.05339335359595784,0.0531003984526415,0.047412965166862886,0.037510953636721384,0.03532872472637541,0.028964306956513863,0.02890727297850018,0.028646159591298542,0.027787343097623513,0.026809971091522666,0.024854072664227372,0.024347965188659032,0.024024963487537215,0.0237002251944316,0.02212165540713651,0.01805285234187698,0.017190183363320538,0.011628142113254109,0.010924658488312422,0.010142896745324037,0.0036213298312317566,0.0032174447582496435,0.003198187477508968,0.0018689873634328003,0.0011936762118878175,0.0011312009408544765,0.0,-0.0028031917191451428,-0.003636119339087862,-0.003868824513743485,-0.003888500243466403,-0.007436388315682302,-0.016611262697233314,-0.02462093169050411,-0.025988255133476967,-0.03330911957371735,-0.035172725770271,-0.03715714792704414,-0.0400577078929045,-0.042183938023410916,-0.04408788625573326,-0.046425950943570715,-0.05142938385246146,-0.05150650200863946,-0.05276516522058472,-0.056034043773365044,-0.06821219957693278,-0.0775495668593465,-0.0869244465538741,-0.09501221534705306,-0.099006370230874,-0.1595164910367487,-0.1681864212666183,-0.17375565252504377
0 1 3 4 5,0.10023466868521017,0.07897805114372568,0.07238646757153533,0.07107897929306993,0.0672653442182418,0.06707565559823803,0.06381166669183427,0.06236854232448756,0.06106889629205367,0.061061472084054505,0.05762487539311155,0.05691669812503908,0.056196545315102986,0.055903590171786643,0.05021615688600803,0.040314145355866526,0.03813191644552055,0.031767498675659006,0.031710464697645324,0.031449351310443685,0.030590534816768655,0.02961316281066781,0.027657264383372515,0.027151156907804175,0.026828155206682358,0.026503416913576744,0.024924847126281652,0.020856044061022122,0.01999337508246568,0.014431333832399251,0.013727850207457565,0.01294608846446918,0.006424521550376899,0.006020636477394786,0.006001379196654111,0.004672179082577943,0.00399686793103296,0.003934392659999619,0.0028031917191451428,0.0,-0.0008329276199427194,-0.0010656327945983424,-0.0010853085243212601,-0.004633196596537159,-0.013808070978088172,-0.021817739971358968,-0.023185063414331825,-0.030505927854572207,-0.03236953405112586,-0.034353956207898995,-0.037254516173759356,-0.039380746304265773,-0.04128469453658812,-0.04362275922442557,-0.048626192133316315,-0.04870331028949432,-0.04996197350143958,-0.0532308520542199,-0.06540900785778764,-0.07474637514020135,-0.08412125483472896,-0.09220902362790792,-0.09620317851172885,-0.15671329931760355,-0.16538322954747317,-0.17095246080589863
0 2 4 6 9,0.10106759630515288,0.0798109787636684,0.07321939519147805,0.07191190691301265,0.06809827183818452,0.06790858321818075,0.06464459431177699,0.06320146994443028,0.06190182391199639,0.061894399703997224,0.05845780301305427,0.0577496257449818,0.057029472935045705,0.05673651779172936,0.05104908450595075,0.041147072975809246,0.03896484406546327,0.032600426295601725,0.032543392317588044,0.032282278930386404,0.031423462436711375,0.03044609043061053,0.028490192003315234,0.027984084527746894,0.027661082826625077,0.027336344533519463,0.02575777474622437,0.02168897168096484,0.0208263027024084,0.01526426145234197,0.014560777827400284,0.0137790160844119,0.007257449170319619,0.006853564097337506,0.00683430681659683,0.005505106702520662,0.00482979555097568,0.004767320279942339,0.003636119339087862,0.0008329276199427194,0.0,-0.00023270517465562301,-0.00025238090437854077,-0.0038002689765944397,-0.012975143358145452,-0.02098481235141625,-0.022352135794389105,-0.029673000234629487,-0.03153660643118314,-0.033521028587956275,-0.036421588553816636,-0.038547818684323054,-0.0404517669166454,-0.04278983160448285,-0.047793264513373596,-0.0478703826695516,-0.04912904588149686,-0.05239792443427718,-0.06457608023784492,-0.07391344752025863,-0.08328832721478624,-0.0913760960079652,-0.09537025089178613,-0.15588037169766084,-0.16455030192753045,-0.1701195331859559
0 2 4 7 8,0.10130030147980851,0.08004368393832402,0.07345210036613367,0.07214461208766827,0.06833097701284015,0.06814128839283637,0.06487729948643262,0.0634341751190859,0.06213452908665201,0.06212710487865285,0.05869050818770989,0.05798233091963742,0.05726217810970133,0.056969222966384986,0.05128178968060637,0.04137977815046487,0.039197549240118895,0.03283313147025735,0.03277609749224367,0.03251498410504203,0.031656167611367,0.03067879560526615,0.028722897177970858,0.028216789702402517,0.0278937880012807,0.027569049708175086,0.025990479920879994,0.021921676855620464,0.021059007877064023,0.015496966626997594,0.014793483002055907,0.014011721259067522,0.007490154344975242,0.007086269271993129,0.007067011991252453,0.005737811877176285,0.005062500725631303,0.005000025454597962,0.003868824513743485,0.0010656327945983424,0.00023270517465562301,0.0,-1.9675729722917756e-05,-0.0035675638019388167,-0.01274243818348983,-0.020752107176760626,-0.022119430619733482,-0.029440295059973864,-0.03130390125652752,-0.03328832341330065,-0.03618888337916101,-0.03831511350966743,-0.040219061741989776,-0.04255712642982723,-0.04756055933871797,-0.047637677494895975,-0.048896340706841235,-0.05216521925962156,-0.0643433750631893,-0.07368074234560301,-0.08305562204013062,-0.09114339083330958,-0.09513754571713051,-0.1556476665230052,-0.16431759675287483,-0.16988682801130028
0 2 3 6 9,0.10131997720953143,0.08006335966804694,0.07347177609585659,0.07216428781739119,0.06835065274256306,0.06816096412255929,0.06489697521615553,0.06345385084880882,0.06215420481637493,0.062146780608375765,0.05871018391743281,0.05800200664936034,0.057281853839424246,0.056988898696107904,0.05130146541032929,0.041399453880187786,0.03921722496984181,0.032852807199980266,0.032795773221966584,0.032534659834764945,0.031675843341089915,0.03069847133498907,0.028742572907693775,0.028236465432125435,0.027913463731003618,0.027588725437898004,0.026010155650602912,0.021941352585343382,0.02107868360678694,0.015516642356720511,0.014813158731778825,0.01403139698879044,0.0075098300746981594,0.007105945001716046,0.007086687720975371,0.005757487606899203,0.00508217645535422,0.005019701184320879,0.003888500243466403,0.0010853085243212601,0.00025238090437854077,1.9675729722917756e-05,0.0,-0.003547888072215899,-0.012722762453766912,-0.020732431447037708,-0.022099754890010564,-0.029420619330250947,-0.0312842255268046,-0.033268647683577734,-0.036169207649438095,-0.03829543777994451,-0.04019938601226686,-0.04253745070010431,-0.047540883608995055,-0.04761800176517306,-0.04887666497711832,-0.05214554352989864,-0.06432369933346638,-0.0736610666158801,-0.0830359463104077,-0.09112371510358666,-0.0951178699874076,-0.1556279907932823,-0.1642979210231519,-0.16986715228157737
0 1 3 6 7,0.10486786528174732,0.08361124774026284,0.07701966416807249,0.07571217588960709,0.07189854081477896,0.07170885219477519,0.06844486328837143,0.06700173892102472,0.06570209288859083,0.06569466868059166,0.06225807198964871,0.06154989472157624,0.060829741911640145,0.0605367867683238,0.05484935348254519,0.044947341952403685,0.04276511304205771,0.036400695272196165,0.03634366129418248,0.036082547906980844,0.035223731413305814,0.03424635940720497,0.032290460979909674,0.031784353504341334,0.03146135180321952,0.031136613510113903,0.02955804372281881,0.02548924065755928,0.02462657167900284,0.01906453042893641,0.018361046803994724,0.01757928506100634,0.011057718146914058,0.010653833073931945,0.01063457579319127,0.009305375679115102,0.00863006452757012,0.008567589256536778,0.007436388315682302,0.004633196596537159,0.0038002689765944397,0.0035675638019388167,0.003547888072215899,0.0,-0.009174874381551013,-0.01718454337482181,-0.018551866817794666,-0.025872731258035048,-0.0277363374545887,-0.029720759611361836,-0.032621319577222196,-0.034747549707728614,-0.03665149794005096,-0.03898956262788841,-0.043992995536779156,-0.04407011369295716,-0.04532877690490242,-0.04859765545768274,-0.06077581126125048,-0.0701131785436642,-0.0794880582381918,-0.08757582703137076,-0.0915699819151917,-0.1520801027210664,-0.160750032950936,-0.16631926420936147
0 2 4 6 8,0.11404273966329834,0.09278612212181385,0.0861945385496235,0.0848870502711581,0.08107341519632998,0.0808837265763262,0.07761973766992245,0.07617661330257573,0.07487696727014184,0.07486954306214268,0.07143294637119972,0.07072476910312725,0.07000461629319116,0.06971166114987482,0.0640242278640962,0.0541222163339547,0.051939987423608724,0.04557556965374718,0.045518535675733496,0.04525742228853186,0.04439860579485683,0.04342123378875598,0.04146533536146069,0.040959227885892346,0.04063622618477053,0.040311487891664916,0.03873291810436982,0.034664115039110294,0.03380144606055385,0.028239404810487423,0.027535921185545736,0.02675415944255735,0.02023259252846507,0.019828707455482958,0.019809450174742282,0.018480250060666115,0.017804938909121132,0.01774246363808779,0.016611262697233314,0.013808070978088172,0.012975143358145452,0.01274243818348983,0.012722762453766912,0.009174874381551013,0.0,-0.008009668993270797,-0.009376992436243653,-0.016697856876484035,-0.018561463073037687,-0.020545885229810823,-0.023446445195671184,-0.025572675326177602,-0.027476623558499946,-0.0298146882463374,-0.03481812115522814,-0.034895239311406145,-0.036153902523351406,-0.03942278107613173,-0.051600936879699466,-0.06093830416211318,-0.07031318385664079,-0.07840095264981975,-0.08239510753364068,-0.14290522833951538,-0.151575158569385,-0.15714438982781045
0 3 4 5 7,0.12205240865656913,0.10079579111508465,0.0942042075428943,0.0928967192644289,0.08908308418960077,0.088893395569597,0.08562940666319324,0.08418628229584653,0.08288663626341264,0.08287921205541347,0.07944261536447052,0.07873443809639805,0.07801428528646195,0.07772133014314561,0.072033896857367,0.062131885327225495,0.05994965641687952,0.053585238647017974,0.05352820466900429,0.05326709128180265,0.05240827478812762,0.05143090278202678,0.04947500435473148,0.04896889687916314,0.048645895178041326,0.04832115688493571,0.04674258709764062,0.04267378403238109,0.04181111505382465,0.03624907380375822,0.03554559017881653,0.03476382843582815,0.028242261521735867,0.027838376448753754,0.02781911916801308,0.02648991905393691,0.02581460790239193,0.025752132631358587,0.02462093169050411,0.021817739971358968,0.02098481235141625,0.020752107176760626,0.020732431447037708,0.01718454337482181,0.008009668993270797,0.0,-0.0013673234429728565,-0.008688187883213239,-0.01055179407976689,-0.012536216236540026,-0.015436776202400387,-0.017563006332906805,-0.01946695456522915,-0.021805019253066604,-0.026808452161957347,-0.02688557031813535,-0.02814423353008061,-0.03141311208286093,-0.04359126788642867,-0.052928635168842386,-0.06230351486336999,-0.07039128365654895,-0.07438543854036989,-0.1348955593462446,-0.1435654895761142,-0.14913472083453966
0 1 2 5 6,0.12341973209954199,0.1021631145580575,0.09557153098586715,0.09426404270740175,0.09045040763257363,0.09026071901256985,0.0869967301061661,0.08555360573881939,0.0842539597063855,0.08424653549838633,0.08080993880744337,0.0801017615393709,0.07938160872943481,0.07908865358611847,0.07340122030033985,0.06349920877019835,0.06131697985985238,0.05495256208999083,0.05489552811197715,0.05463441472477551,0.05377559823110048,0.052798226224999634,0.05084232779770434,0.050336220322136,0.05001321862101418,0.04968848032790857,0.048109910540613476,0.04404110747535395,0.043178438496797505,0.037616397246731076,0.03691291362178939,0.036131151878801004,0.029609584964708724,0.02920569989172661,0.029186442610985935,0.027857242496909768,0.027181931345364785,0.027119456074331444,0.025988255133476967,0.023185063414331825,0.022352135794389105,0.022119430619733482,0.022099754890010564,0.018551866817794666,0.009376992436243653,0.0013673234429728565,0.0,-0.007320864440240382,-0.009184470636794034,-0.01116889279356717,-0.014069452759427531,-0.01619568288993395,-0.018099631122256293,-0.020437695810093748,-0.02544112871898449,-0.025518246875162492,-0.026776910087107753,-0.030045788639888077,-0.04222394444345581,-0.05156131172586953,-0.060936191420397134,-0.0690239602135761,-0.07301811509739703,-0.13352823590327173,-0.14219816613314135,-0.1477673973915668
0 1 4 6 7,0.13074059653978237,0.10948397899829788,0.10289239542610754,0.10158490714764214,0.09777127207281401,0.09758158345281023,0.09431759454640648,0.09287447017905977,0.09157482414662588,0.09156739993862671,0.08813080324768376,0.08742262597961128,0.08670247316967519,0.08640951802635885,0.08072208474058024,0.07082007321043873,0.06863784430009276,0.06227342653023121,0.06221639255221753,0.06195527916501589,0.06109646267134086,0.060119090665240016,0.05816319223794472,0.05765708476237638,0.057334083061254565,0.05700934476814895,0.05543077498085386,0.05136197191559433,0.05049930293703789,0.04493726168697146,0.04423377806202977,0.04345201631904139,0.036930449404949106,0.03652656433196699,0.03650730705122632,0.03517810693715015,0.03450279578560517,0.034440320514571826,0.03330911957371735,0.030505927854572207,0.029673000234629487,0.029440295059973864,0.029420619330250947,0.025872731258035048,0.016697856876484035,0.008688187883213239,0.007320864440240382,0.0,-0.0018636061965536521,-0.003848028353326788,-0.006748588319187149,-0.008874818449693567,-0.010778766682015911,-0.013116831369853366,-0.018120264278744108,-0.01819738243492211,-0.01945604564686737,-0.022724924199647695,-0.03490308000321543,-0.04424044728562915,-0.05361532698015675,-0.061703095773335714,-0.06569725065715665,-0.12620737146303135,-0.13487730169290096,-0.14044653295132642
