,0 2 4 5 6,0 1 2 4 8,0 1 2 5 8,0 1 2 3 6,0 2 5 6 7,0 1 2 3 5,0 1 2 4 6,0 2 5 6 8,0 3 4 6 8,0 2 3 6 8,0 1 2 5 7,0 1 3 5 6,0 1 3 6 9,0 1 2 3 7,0 1 2 6 8,0 1 2 6 7,0 1 3 5 7,0 1 3 4 6,0 1 4 6 8,0 2 3 5 6,0 2 4 6 7,0 1 5 6 7,0 1 2 4 7,0 2 5 6 9,0 3 5 6 7,0 1 4 6 9,0 1 2 4 5,0 2 3 4 6,0 4 5 6 7,0 1 4 5 8,0 2 3 4 8,0 3 4 5 8,0 2 3 4 7,0 2 3 4 5,0 3 4 6 7,0 1 4 5 7,0 2 4 5 8,0 1 4 5 6,0 1 4 7 8,0 1 3 4 5,0 2 4 6 9,0 2 4 7 8,0 2 3 6 9,0 1 3 6 7,0 2 4 6 8,0 3 4 5 7,0 1 2 5 6,0 1 4 6 7,0 2 3 5 8,0 1 3 4 8,0 3 6 7 8,0 3 4 5 6,0 1 2 3 4,0 1 3 6 8,0 1 5 6 8,0 3 5 6 8,0 1 3 4 7,0 2 5 7 8,0 2 3 6 7,0 3 4 7 8,0 3 5 7 8,0 2 3 5 7,0 2 3 7 8,0 1 3 5 8,0 2 4 5 7,0 2 4 7 9
0 2 3 5 8,0.13260420273633602,0.11134758519485154,0.10475600162266119,0.10344851334419579,0.09963487826936766,0.09944518964936389,0.09618120074296013,0.09473807637561342,0.09343843034317953,0.09343100613518036,0.08999440944423741,0.08928623217616494,0.08856607936622884,0.0882731242229125,0.08258569093713389,0.07268367940699239,0.07050145049664641,0.06413703272678486,0.06407999874877118,0.06381888536156954,0.06296006886789451,0.06198269686179367,0.060026798434498374,0.059520690958930034,0.05919768925780822,0.0588729509647026,0.05729438117740751,0.05322557811214798,0.05236290913359154,0.04680086788352511,0.046097384258583424,0.04531562251559504,0.03879405560150276,0.038390170528520645,0.03837091324777997,0.0370417131337038,0.03636640198215882,0.03630392671112548,0.035172725770271,0.03236953405112586,0.03153660643118314,0.03130390125652752,0.0312842255268046,0.0277363374545887,0.018561463073037687,0.01055179407976689,0.009184470636794034,0.0018636061965536521,0.0,-0.0019844221567731357,-0.004884982122633497,-0.007011212253139915,-0.008915160485462259,-0.011253225173299714,-0.016256658082190456,-0.016333776238368458,-0.017592439450313718,-0.020861318003094043,-0.03303947380666178,-0.042376841089075495,-0.0517517207836031,-0.05983948957678206,-0.063833644460603,-0.1243437652664777,-0.1330136954963473,-0.13858292675477277
0 1 3 4 8,0.13458862489310916,0.11333200735162467,0.10674042377943432,0.10543293550096892,0.1016193004261408,0.10142961180613702,0.09816562289973327,0.09672249853238656,0.09542285249995267,0.0954154282919535,0.09197883160101054,0.09127065433293807,0.09055050152300198,0.09025754637968564,0.08457011309390702,0.07466810156376552,0.07248587265341955,0.066121454883558,0.06606442090554432,0.06580330751834268,0.06494449102466765,0.0639671190185668,0.06201122059127151,0.06150511311570317,0.06118211141458135,0.06085737312147574,0.059278803334180646,0.05521000026892112,0.054347331290364675,0.048785290040298246,0.04808180641535656,0.047300044672368174,0.040778477758275894,0.04037459268529378,0.040355335404553105,0.03902613529047694,0.038350824138931955,0.038288348867898614,0.03715714792704414,0.034353956207898995,0.033521028587956275,0.03328832341330065,0.033268647683577734,0.029720759611361836,0.020545885229810823,0.012536216236540026,0.01116889279356717,0.003848028353326788,0.0019844221567731357,0.0,-0.002900559965860361,-0.005026790096366779,-0.006930738328689123,-0.009268803016526578,-0.01427223592541732,-0.014349354081595322,-0.015608017293540583,-0.018876895846320907,-0.031055051649888643,-0.04039241893230236,-0.049767298626829964,-0.05785506742000893,-0.06184922230382986,-0.12235934310970456,-0.13102927333957418,-0.13659850459799963
0 3 6 7 8,0.13748918485896952,0.11623256731748503,0.10964098374529468,0.10833349546682929,0.10451986039200116,0.10433017177199738,0.10106618286559363,0.09962305849824692,0.09832341246581303,0.09831598825781386,0.0948793915668709,0.09417121429879843,0.09345106148886234,0.093158106345546,0.08747067305976738,0.07756866152962588,0.07538643261927991,0.06902201484941836,0.06896498087140468,0.06870386748420304,0.06784505099052801,0.06686767898442716,0.06491178055713187,0.06440567308156353,0.06408267138044171,0.0637579330873361,0.06217936330004101,0.05811056023478148,0.057247891256225036,0.05168585000615861,0.05098236638121692,0.050200604638228535,0.043679037724136255,0.04327515265115414,0.043255895370413466,0.0419266952563373,0.041251384104792316,0.041188908833758975,0.0400577078929045,0.037254516173759356,0.036421588553816636,0.03618888337916101,0.036169207649438095,0.032621319577222196,0.023446445195671184,0.015436776202400387,0.014069452759427531,0.006748588319187149,0.004884982122633497,0.002900559965860361,0.0,-0.002126230130506418,-0.004030178362828762,-0.006368243050666217,-0.01137167595955696,-0.011448794115734962,-0.012707457327680222,-0.015976335880460546,-0.028154491684028282,-0.037491858966442,-0.046866738660969604,-0.054954507454148566,-0.0589486623379695,-0.1194587831438442,-0.12812871337371382,-0.13369794463213927
0 3 4 5 6,0.13961541498947594,0.11835879744799145,0.1117672138758011,0.1104597255973357,0.10664609052250758,0.1064564019025038,0.10319241299610005,0.10174928862875333,0.10044964259631944,0.10044221838832028,0.09700562169737732,0.09629744442930485,0.09557729161936876,0.09528433647605242,0.0895969031902738,0.0796948916601323,0.07751266274978633,0.07114824497992478,0.0710912110019111,0.07083009761470946,0.06997128112103443,0.06899390911493358,0.06703801068763829,0.06653190321206995,0.06620890151094813,0.06588416321784252,0.06430559343054743,0.060236790365287896,0.059374121386731454,0.053812080136665025,0.05310859651172334,0.05232683476873495,0.04580526785464267,0.04540138278166056,0.045382125500919884,0.044052925386843717,0.043377614235298734,0.04331513896426539,0.042183938023410916,0.039380746304265773,0.038547818684323054,0.03831511350966743,0.03829543777994451,0.034747549707728614,0.025572675326177602,0.017563006332906805,0.01619568288993395,0.008874818449693567,0.007011212253139915,0.005026790096366779,0.002126230130506418,0.0,-0.0019039482323223444,-0.004242012920159799,-0.009245445829050541,-0.009322563985228544,-0.010581227197173804,-0.013850105749954128,-0.026028261553521864,-0.03536562883593558,-0.044740508530463186,-0.05282827732364215,-0.05682243220746308,-0.11733255301333778,-0.1260024832432074,-0.13157171450163285
0 1 2 3 4,0.14151936322179828,0.1202627456803138,0.11367116210812345,0.11236367382965805,0.10855003875482992,0.10836035013482614,0.10509636122842239,0.10365323686107568,0.10235359082864179,0.10234616662064262,0.09890956992969967,0.0982013926616272,0.0974812398516911,0.09718828470837476,0.09150085142259615,0.08159883989245464,0.07941661098210867,0.07305219321224712,0.07299515923423344,0.0727340458470318,0.07187522935335677,0.07089785734725593,0.06894195891996063,0.06843585144439229,0.06811284974327048,0.06778811145016486,0.06620954166286977,0.06214073859761024,0.0612780696190538,0.05571602836898737,0.05501254474404568,0.0542307830010573,0.04770921608696502,0.047305331013982904,0.04728607373324223,0.04595687361916606,0.04528156246762108,0.04521908719658774,0.04408788625573326,0.04128469453658812,0.0404517669166454,0.040219061741989776,0.04019938601226686,0.03665149794005096,0.027476623558499946,0.01946695456522915,0.018099631122256293,0.010778766682015911,0.008915160485462259,0.006930738328689123,0.004030178362828762,0.0019039482323223444,0.0,-0.0023380646878374545,-0.007341497596728197,-0.007418615752906199,-0.00867727896485146,-0.011946157517631784,-0.02412431332119952,-0.033461680603613236,-0.04283656029814084,-0.0509243290913198,-0.054918483975140736,-0.11542860478101544,-0.12409853501088505,-0.1296677662693105
0 1 3 6 8,0.14385742790963574,0.12260081036815125,0.1160092267959609,0.1147017385174955,0.11088810344266738,0.1106984148226636,0.10743442591625985,0.10599130154891313,0.10469165551647924,0.10468423130848008,0.10124763461753712,0.10053945734946465,0.09981930453952856,0.09952634939621222,0.0938389161104336,0.0839369045802921,0.08175467566994613,0.07539025790008458,0.0753332239220709,0.07507211053486926,0.07421329404119423,0.07323592203509338,0.07128002360779809,0.07077391613222975,0.07045091443110793,0.07012617613800232,0.06854760635070722,0.0644788032854477,0.06361613430689125,0.058054093056824824,0.05735060943188314,0.05656884768889475,0.05004728077480247,0.04964339570182036,0.04962413842107968,0.048294938307003515,0.04761962715545853,0.04755715188442519,0.046425950943570715,0.04362275922442557,0.04278983160448285,0.04255712642982723,0.04253745070010431,0.03898956262788841,0.0298146882463374,0.021805019253066604,0.020437695810093748,0.013116831369853366,0.011253225173299714,0.009268803016526578,0.006368243050666217,0.004242012920159799,0.0023380646878374545,0.0,-0.0050034329088907425,-0.005080551065068745,-0.006339214277014005,-0.009608092829794329,-0.021786248633362065,-0.031123615915775782,-0.04049849561030339,-0.04858626440348235,-0.05258041928730328,-0.11309054009317798,-0.1217604703230476,-0.12732970158147305
0 1 5 6 8,0.14886086081852648,0.127604243277042,0.12101265970485164,0.11970517142638624,0.11589153635155812,0.11570184773155434,0.11243785882515059,0.11099473445780388,0.10969508842536999,0.10968766421737082,0.10625106752642786,0.10554289025835539,0.1048227374484193,0.10452978230510296,0.09884234901932434,0.08894033748918284,0.08675810857883687,0.08039369080897532,0.08033665683096164,0.08007554344376,0.07921672695008497,0.07823935494398412,0.07628345651668883,0.07577734904112049,0.07545434733999867,0.07512960904689306,0.07355103925959797,0.06948223619433844,0.068619567215782,0.06305752596571557,0.06235404234077388,0.061572280597785495,0.055050713683693214,0.0546468286107111,0.054627571329970426,0.05329837121589426,0.052623060064349275,0.052560584793315934,0.05142938385246146,0.048626192133316315,0.047793264513373596,0.04756055933871797,0.047540883608995055,0.043992995536779156,0.03481812115522814,0.026808452161957347,0.02544112871898449,0.018120264278744108,0.016256658082190456,0.01427223592541732,0.01137167595955696,0.009245445829050541,0.007341497596728197,0.0050034329088907425,0.0,-7.71181561780021e-05,-0.0013357813681232622,-0.0046046599209035866,-0.016782815724471323,-0.02612018300688504,-0.035495062701412644,-0.043582831494591606,-0.04757698637841254,-0.10808710718428724,-0.11675703741415686,-0.12232626867258231
0 3 5 6 8,0.14893797897470448,0.12768136143322,0.12108977786102965,0.11978228958256425,0.11596865450773612,0.11577896588773234,0.11251497698132859,0.11107185261398188,0.10977220658154799,0.10976478237354882,0.10632818568260587,0.1056200084145334,0.1048998556045973,0.10460690046128096,0.09891946717550235,0.08901745564536084,0.08683522673501487,0.08047080896515332,0.08041377498713964,0.080152661599938,0.07929384510626297,0.07831647310016213,0.07636057467286683,0.07585446719729849,0.07553146549617668,0.07520672720307106,0.07362815741577597,0.06955935435051644,0.06869668537196,0.06313464412189357,0.06243116049695188,0.0616493987539635,0.055127831839871216,0.0547239467668891,0.05470468948614843,0.05337548937207226,0.05270017822052728,0.052637702949493936,0.05150650200863946,0.04870331028949432,0.0478703826695516,0.047637677494895975,0.04761800176517306,0.04407011369295716,0.034895239311406145,0.02688557031813535,0.025518246875162492,0.01819738243492211,0.016333776238368458,0.014349354081595322,0.011448794115734962,0.009322563985228544,0.007418615752906199,0.005080551065068745,7.71181561780021e-05,0.0,-0.00125866321194526,-0.0045275417647255844,-0.01670569756829332,-0.026043064850707037,-0.03541794454523464,-0.043505713338413604,-0.04749986822223454,-0.10800998902810924,-0.11667991925797885,-0.12224915051640431
0 1 3 4 7,0.15019664218664974,0.12894002464516524,0.1223484410729749,0.12104095279450951,0.11722731771968138,0.1170376290996776,0.11377364019327385,0.11233051582592714,0.11103086979349325,0.11102344558549408,0.10758684889455113,0.10687867162647866,0.10615851881654256,0.10586556367322622,0.1001781303874476,0.0902761188573061,0.08809388994696013,0.08172947217709858,0.0816724381990849,0.08141132481188326,0.08055250831820823,0.07957513631210739,0.07761923788481209,0.07711313040924375,0.07679012870812194,0.07646539041501632,0.07488682062772123,0.0708180175624617,0.06995534858390526,0.06439330733383883,0.06368982370889714,0.06290806196590876,0.056386495051816476,0.05598260997883436,0.05596335269809369,0.05463415258401752,0.05395884143247254,0.053896366161439196,0.05276516522058472,0.04996197350143958,0.04912904588149686,0.048896340706841235,0.04887666497711832,0.04532877690490242,0.036153902523351406,0.02814423353008061,0.026776910087107753,0.01945604564686737,0.017592439450313718,0.015608017293540583,0.012707457327680222,0.010581227197173804,0.00867727896485146,0.006339214277014005,0.0013357813681232622,0.00125866321194526,0.0,-0.0032688785527803244,-0.01544703435634806,-0.024784401638761777,-0.03415928133328938,-0.042247050126468344,-0.04624120501028928,-0.10675132581616398,-0.1154212560460336,-0.12099048730445905
0 2 5 7 8,0.15346552073943007,0.1322089031979456,0.12561731962575523,0.12430983134728983,0.1204961962724617,0.12030650765245793,0.11704251874605417,0.11559939437870746,0.11429974834627357,0.1142923241382744,0.11085572744733145,0.11014755017925898,0.10942739736932289,0.10913444222600654,0.10344700894022793,0.09354499741008643,0.09136276849974045,0.08499835072987891,0.08494131675186523,0.08468020336466359,0.08382138687098856,0.08284401486488771,0.08088811643759242,0.08038200896202408,0.08005900726090226,0.07973426896779665,0.07815569918050155,0.07408689611524202,0.07322422713668558,0.06766218588661915,0.06695870226167747,0.06617694051868908,0.0596553736045968,0.05925148853161469,0.05923223125087401,0.057903031136797845,0.05722771998525286,0.05716524471421952,0.056034043773365044,0.0532308520542199,0.05239792443427718,0.05216521925962156,0.05214554352989864,0.04859765545768274,0.03942278107613173,0.03141311208286093,0.030045788639888077,0.022724924199647695,0.020861318003094043,0.018876895846320907,0.015976335880460546,0.013850105749954128,0.011946157517631784,0.009608092829794329,0.0046046599209035866,0.0045275417647255844,0.0032688785527803244,0.0,-0.012178155803567736,-0.021515523085981453,-0.030890402780509058,-0.03897817157368802,-0.04297232645750895,-0.10348244726338365,-0.11215237749325327,-0.11772160875167872
0 2 3 6 7,0.1656436765429978,0.14438705900151333,0.13779547542932297,0.13648798715085758,0.13267435207602946,0.13248466345602566,0.1292206745496219,0.1277775501822752,0.1264779041498413,0.12647047994184213,0.12303388325089919,0.12232570598282672,0.12160555317289062,0.12131259802957428,0.11562516474379567,0.10572315321365416,0.10354092430330819,0.09717650653344664,0.09711947255543296,0.09685835916823132,0.09599954267455629,0.09502217066845545,0.09306627224116015,0.09256016476559181,0.09223716306447,0.09191242477136438,0.09033385498406929,0.08626505191880976,0.08540238294025332,0.07984034169018689,0.0791368580652452,0.07835509632225682,0.07183352940816454,0.07142964433518242,0.07141038705444175,0.07008118694036558,0.0694058757888206,0.06934340051778726,0.06821219957693278,0.06540900785778764,0.06457608023784492,0.0643433750631893,0.06432369933346638,0.06077581126125048,0.051600936879699466,0.04359126788642867,0.04222394444345581,0.03490308000321543,0.03303947380666178,0.031055051649888643,0.028154491684028282,0.026028261553521864,0.02412431332119952,0.021786248633362065,0.016782815724471323,0.01670569756829332,0.01544703435634806,0.012178155803567736,0.0,-0.009337367282413717,-0.01871224697694132,-0.026800015770120283,-0.030794170653941216,-0.09130429145981592,-0.09997422168968553,-0.10554345294811099
0 3 4 7 8,0.17498104382541152,0.15372442628392702,0.14713284271173668,0.14582535443327127,0.14201171935844314,0.14182203073843938,0.13855804183203563,0.1371149174646889,0.13581527143225502,0.13580784722425587,0.1323712505333129,0.13166307326524043,0.13094292045530434,0.130649965311988,0.12496253202620938,0.11506052049606788,0.11287829158572191,0.10651387381586036,0.10645683983784668,0.10619572645064504,0.10533690995697001,0.10435953795086916,0.10240363952357387,0.10189753204800553,0.10157453034688371,0.1012497920537781,0.099671222266483,0.09560241920122348,0.09473975022266704,0.0891777089726006,0.08847422534765892,0.08769246360467053,0.08117089669057825,0.08076701161759614,0.08074775433685547,0.0794185542227793,0.07874324307123431,0.07868076780020097,0.0775495668593465,0.07474637514020135,0.07391344752025863,0.07368074234560301,0.0736610666158801,0.0701131785436642,0.06093830416211318,0.052928635168842386,0.05156131172586953,0.04424044728562915,0.042376841089075495,0.04039241893230236,0.037491858966442,0.03536562883593558,0.033461680603613236,0.031123615915775782,0.02612018300688504,0.026043064850707037,0.024784401638761777,0.021515523085981453,0.009337367282413717,0.0,-0.009374879694527605,-0.017462648487706567,-0.0214568033715275,-0.0819669241774022,-0.09063685440727182,-0.09620608566569727
0 3 5 7 8,0.18435592351993912,0.16309930597845462,0.1565077224062643,0.15520023412779888,0.15138659905297075,0.15119691043296699,0.14793292152656323,0.1464897971592165,0.14519015112678263,0.14518272691878348,0.1417461302278405,0.14103795295976804,0.14031780014983194,0.1400248450065156,0.134337411720737,0.12443540019059549,0.12225317128024951,0.11588875351038797,0.11583171953237428,0.11557060614517264,0.11471178965149761,0.11373441764539677,0.11177851921810147,0.11127241174253313,0.11094941004141132,0.1106246717483057,0.10904610196101061,0.10497729889575108,0.10411462991719464,0.09855258866712821,0.09784910504218652,0.09706734329919814,0.09054577638510586,0.09014189131212375,0.09012263403138307,0.0887934339173069,0.08811812276576192,0.08805564749472858,0.0869244465538741,0.08412125483472896,0.08328832721478624,0.08305562204013062,0.0830359463104077,0.0794880582381918,0.07031318385664079,0.06230351486336999,0.060936191420397134,0.05361532698015675,0.0517517207836031,0.049767298626829964,0.046866738660969604,0.044740508530463186,0.04283656029814084,0.04049849561030339,0.035495062701412644,0.03541794454523464,0.03415928133328938,0.030890402780509058,0.01871224697694132,0.009374879694527605,0.0,-0.008087768793178962,-0.012081923676999895,-0.0725920444828746,-0.08126197471274421,-0.08683120597116967
0 2 3 5 7,0.1924436923131181,0.17118707477163358,0.16459549119944325,0.16328800292097784,0.1594743678461497,0.15928467922614595,0.1560206903197422,0.15457756595239547,0.1532779199199616,0.15327049571196244,0.14983389902101946,0.149125721752947,0.1484055689430109,0.14811261379969456,0.14242518051391595,0.13252316898377445,0.13034094007342847,0.12397652230356693,0.12391948832555325,0.1236583749383516,0.12279955844467658,0.12182218643857573,0.11986628801128044,0.1193601805357121,0.11903717883459028,0.11871244054148467,0.11713387075418957,0.11306506768893004,0.1122023987103736,0.10664035746030717,0.10593687383536549,0.1051551120923771,0.09863354517828482,0.09822966010530271,0.09821040282456203,0.09688120271048586,0.09620589155894088,0.09614341628790754,0.09501221534705306,0.09220902362790792,0.0913760960079652,0.09114339083330958,0.09112371510358666,0.08757582703137076,0.07840095264981975,0.07039128365654895,0.0690239602135761,0.061703095773335714,0.05983948957678206,0.05785506742000893,0.054954507454148566,0.05282827732364215,0.0509243290913198,0.04858626440348235,0.043582831494591606,0.043505713338413604,0.042247050126468344,0.03897817157368802,0.026800015770120283,0.017462648487706567,0.008087768793178962,0.0,-0.003994154883820933,-0.06450427568969563,-0.07317420591956525,-0.0787434371779907
0 2 3 7 8,0.19643784719693902,0.17518122965545452,0.16858964608326418,0.16728215780479877,0.16346852272997064,0.16327883410996688,0.16001484520356313,0.1585717208362164,0.15727207480378252,0.15726465059578337,0.1538280539048404,0.15311987663676793,0.15239972382683184,0.1521067686835155,0.14641933539773688,0.13651732386759538,0.1343350949572494,0.12797067718738786,0.12791364320937418,0.12765252982217254,0.1267937133284975,0.12581634132239666,0.12386044289510137,0.12335433541953303,0.12303133371841121,0.1227065954253056,0.1211280256380105,0.11705922257275098,0.11619655359419453,0.1106345123441281,0.10993102871918642,0.10914926697619803,0.10262770006210575,0.10222381498912364,0.10220455770838296,0.1008753575943068,0.10020004644276181,0.10013757117172847,0.099006370230874,0.09620317851172885,0.09537025089178613,0.09513754571713051,0.0951178699874076,0.0915699819151917,0.08239510753364068,0.07438543854036989,0.07301811509739703,0.06569725065715665,0.063833644460603,0.06184922230382986,0.0589486623379695,0.05682243220746308,0.054918483975140736,0.05258041928730328,0.04757698637841254,0.04749986822223454,0.04624120501028928,0.04297232645750895,0.030794170653941216,0.0214568033715275,0.012081923676999895,0.003994154883820933,0.0,-0.0605101208058747,-0.06918005103574432,-0.07474928229416977
0 1 3 5 8,0.2569479680028137,0.23569135046132922,0.22909976688913888,0.22779227861067347,0.22397864353584535,0.22378895491584158,0.22052496600943783,0.2190818416420911,0.21778219560965723,0.21777477140165807,0.2143381747107151,0.21362999744264263,0.21290984463270654,0.2126168894893902,0.20692945620361158,0.19702744467347008,0.1948452157631241,0.18848079799326256,0.18842376401524888,0.18816265062804724,0.1873038341343722,0.18632646212827136,0.18437056370097607,0.18386445622540773,0.1835414545242859,0.1832167162311803,0.1816381464438852,0.17756934337862568,0.17670667440006924,0.1711446331500028,0.17044114952506112,0.16965938778207273,0.16313782086798045,0.16273393579499834,0.16271467851425767,0.1613854784001815,0.16071016724863652,0.16064769197760317,0.1595164910367487,0.15671329931760355,0.15588037169766084,0.1556476665230052,0.1556279907932823,0.1520801027210664,0.14290522833951538,0.1348955593462446,0.13352823590327173,0.12620737146303135,0.1243437652664777,0.12235934310970456,0.1194587831438442,0.11733255301333778,0.11542860478101544,0.11309054009317798,0.10808710718428724,0.10800998902810924,0.10675132581616398,0.10348244726338365,0.09130429145981592,0.0819669241774022,0.0725920444828746,0.06450427568969563,0.0605101208058747,0.0,-0.008669930229869616,-0.014239161488295071
0 2 4 5 7,0.26561789823268334,0.24436128069119883,0.2377696971190085,0.2364622088405431,0.23264857376571496,0.2324588851457112,0.22919489623930744,0.22775177187196072,0.22645212583952684,0.2264447016315277,0.2230081049405847,0.22229992767251225,0.22157977486257616,0.22128681971925981,0.2155993864334812,0.2056973749033397,0.20351514599299372,0.19715072822313218,0.1970936942451185,0.19683258085791686,0.19597376436424183,0.19499639235814098,0.19304049393084569,0.19253438645527735,0.19221138475415553,0.19188664646104991,0.19030807667375482,0.1862392736084953,0.18537660462993885,0.17981456337987242,0.17911107975493074,0.17832931801194235,0.17180775109785007,0.17140386602486796,0.17138460874412728,0.1700554086300511,0.16938009747850613,0.1693176222074728,0.1681864212666183,0.16538322954747317,0.16455030192753045,0.16431759675287483,0.1642979210231519,0.160750032950936,0.151575158569385,0.1435654895761142,0.14219816613314135,0.13487730169290096,0.1330136954963473,0.13102927333957418,0.12812871337371382,0.1260024832432074,0.12409853501088505,0.1217604703230476,0.11675703741415686,0.11667991925797885,0.1154212560460336,0.11215237749325327,0.09997422168968553,0.09063685440727182,0.08126197471274421,0.07317420591956525,0.06918005103574432,0.008669930229869616,0.0,-0.0055692312584254555
0 2 4 7 9,0.2711871294911088,0.2499305119496243,0.24333892837743396,0.24203144009896854,0.23821780502414042,0.23802811640413665,0.2347641274977329,0.23332100313038617,0.2320213570979523,0.23201393288995315,0.22857733619901016,0.2278691589309377,0.2271490061210016,0.22685605097768527,0.22116861769190665,0.21126660616176515,0.20908437725141918,0.20271995948155763,0.20266292550354395,0.2024018121163423,0.20154299562266728,0.20056562361656644,0.19860972518927114,0.1981036177137028,0.19778061601258098,0.19745587771947537,0.19587730793218028,0.19180850486692075,0.1909458358883643,0.18538379463829788,0.1846803110133562,0.1838985492703678,0.17737698235627553,0.1769730972832934,0.17695384000255274,0.17562463988847657,0.1749493287369316,0.17488685346589825,0.17375565252504377,0.17095246080589863,0.1701195331859559,0.16988682801130028,0.16986715228157737,0.16631926420936147,0.15714438982781045,0.14913472083453966,0.1477673973915668,0.14044653295132642,0.13858292675477277,0.13659850459799963,0.13369794463213927,0.13157171450163285,0.1296677662693105,0.12732970158147305,0.12232626867258231,0.12224915051640431,0.12099048730445905,0.11772160875167872,0.10554345294811099,0.09620608566569727,0.08683120597116967,0.0787434371779907,0.07474928229416977,0.014239161488295071,0.0055692312584254555,0.0
