StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,How old are you?,What is your gender?,How did you arrive at this experiment?,"If you chose ""Other"", please specify below:",What is your first language?,"If you chose ""Other"", please specify below:",Would you consider yourself a musical person? - Group,Would you consider yourself a musical person?,How many years of formal musical training do you have?,"If you have had musical training, how old were you during this period (i.e., age-range)?",Do you play any instruments (with or without formal training),Which instruments do you play (if any)?,What general strategy (if any) did you use to judge the similarity across the melodies?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?","If you answered ""yes"" to the question above, please elaborate below",Did this strategy change throughout the task?,"If you answered ""yes"" to the question above, please elaborate below one which (approximate) block you changed your strategy, and how.","Did you listen to the task using headphones or speakers? Please indicate style (in-ear, over-the-ear, studio monitors, etc.), make, and model to the best of your ability",Please indicate your choice below - I understood the instructions of the task,Please indicate your choice below - I found the task difficult,"I feel that I have been adequately debriefed about the nature of the study. The investigator hasexplained the purposes of the research to me, and I feel that any questions I have asked weresatisfactorily answered.",sub,sona
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24_TEXT""}","{""ImportId"":""QID2_NPS_GROUP""}","{""ImportId"":""QID2""}","{""ImportId"":""QID4""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6_TEXT""}","{""ImportId"":""QID9_TEXT""}","{""ImportId"":""QID25""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID10""}","{""ImportId"":""QID26_TEXT""}","{""ImportId"":""QID11_TEXT""}","{""ImportId"":""QID8_1""}","{""ImportId"":""QID8_2""}","{""ImportId"":""QID16""}","{""ImportId"":""sub""}","{""ImportId"":""sona""}"
2021-12-02 10:39:21,2021-12-02 10:40:45,IP Address,216.165.95.160,100,84,True,2021-12-02 10:40:45,R_2VlmNL4rR3iO7EE,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,1,6-7,No,,I tried to find patterns within the sounds.,No,,No,,airpod 2 headphones,Agree,Strongly Agree,Agree,SSS2v0002,41818
2021-12-02 10:49:53,2021-12-02 10:50:50,IP Address,216.165.95.143,100,56,True,2021-12-02 10:50:50,R_32PiXqi2uXifmmm,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,2,0,,No,,,No,,No,,,Strongly Agree,Agree,Agree,SSS2v0001,42091
2021-12-02 10:50:03,2021-12-02 10:52:19,IP Address,216.165.95.176,100,136,True,2021-12-02 10:52:20,R_2v7VpniDaXUEPyK,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,8,9+,7-20,"Yes, I do alright","Cello, piano, guitar",I compared rhythm and pitch,No,,No,,I used over-the-ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS2v0004,40759
2021-12-02 11:06:20,2021-12-02 11:08:56,IP Address,75.127.194.190,100,156,True,2021-12-02 11:08:57,R_a31ZD3GyzYgkYg1,,,,,40.7256011962890625,-74.15940093994140625,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,9+,5 to 16,"Yes, I do alright",Piano,Tried to remember the melodies by using my fingers as a guidance for the notes,No,,No,,Using earphones,Agree,Agree,Agree,SSS2v0006,41473
2021-12-02 11:29:39,2021-12-02 11:30:41,IP Address,216.165.95.158,100,62,True,2021-12-02 11:30:42,R_3qHypqyciFK7vhW,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,2,0,,No,,,No,,No,,in-ear,Agree,Agree,Agree,SSS2v0007,41630
2021-12-02 13:04:11,2021-12-02 13:05:23,IP Address,216.165.95.167,100,71,True,2021-12-02 13:05:23,R_3g0ptzD865FvpxY,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,3,0,,No,,,No,,No,,in ear,Agree,Strongly Agree,Agree,SSS2v0013,42074
2021-12-02 13:09:09,2021-12-02 13:09:55,IP Address,68.196.26.144,100,46,True,2021-12-02 13:09:55,R_w4S2XnPkYz5cd2N,,,,,40.9864044189453125,-74.11119842529296875,anonymous,EN,22,Male,SONA for course credit,,English,,Detractor,6,9+,0,No,0,0,No,,No,0,-,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,SSS2v0011,41515
2021-12-02 14:24:06,2021-12-02 14:26:00,IP Address,71.247.34.137,100,113,True,2021-12-02 14:26:00,R_2xXLOAYV3JsXGWs,,,,,40.7429046630859375,-73.93920135498046875,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,4,2-3,6-8,No,,,No,,No,,in-ear,Strongly Agree,Agree,Agree,SSS2v0008,42259
2021-12-02 14:42:59,2021-12-02 14:46:25,IP Address,216.165.95.154,100,205,True,2021-12-02 14:46:25,R_1puMxi1zdEf1iHM,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,5,9+,6-16,"Yes, I do alright",piano,The flow of the entire section of music,Yes,Some options have significantly higher or lower notes,No,,in-ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS2v0015,42311
2021-12-02 14:52:14,2021-12-02 14:54:11,IP Address,68.174.84.46,100,116,True,2021-12-02 14:54:11,R_3e9yvbcrfSYseR3,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,6,2-3,10-13,"Yes, I do alright","Gutair ",tones that sounded too high or low,No,,No,,Earphones,Strongly Agree,Agree,Agree,SSS2v0019,39908
2021-12-02 14:58:36,2021-12-02 15:00:51,IP Address,216.165.95.145,100,134,True,2021-12-02 15:00:51,R_2YwQKxHuRC3QEqq,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Marathi,Detractor,5,1,7,"Yes, but not so well",Piano,remembered the tune,Yes,I noticed the sudden changes in the notes.,No,,headphones(in ear),Strongly Agree,Strongly Disagree,Agree,SSS2v0018,41634
2021-12-02 15:13:46,2021-12-02 15:14:48,IP Address,69.117.134.91,100,61,True,2021-12-02 15:14:48,R_32JV4CIPWtkpqqm,,,,,40.792999267578125,-74.02469635009765625,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,2,0,,No,,I tried to replay the sounds in my head.,No,,No,,Apple Airpods 1st gen,Agree,Agree,Agree,SSS2v0021,41537
2021-12-02 15:26:10,2021-12-02 15:28:02,IP Address,207.172.175.165,100,111,True,2021-12-02 15:28:02,R_3qNyo6RF23Ku81M,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,5,1,,"Yes, but not so well",piano,,No,,No,,headphones,Agree,Agree,Agree,SSS2v0016,42317
2021-12-02 15:26:39,2021-12-02 15:29:24,IP Address,216.165.95.168,100,165,True,2021-12-02 15:29:25,R_1i9TVU3X10lKE0o,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,28,Male,SONA for course credit,,Other (please specify below):,Korean,Detractor,5,2-3,9-12,"Yes, but not so well",Clarinet,sketched a somewhat-like sound wave,Yes,"I could've identified the difference in pitches and omissions. ",No,,in-ear,Strongly Agree,Agree,Agree,SSS2v0023,41989
2021-12-02 15:39:50,2021-12-02 15:42:37,IP Address,216.165.95.167,100,167,True,2021-12-02 15:42:37,R_2zCqMJx8UmTBBS7,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19 years old,Male,SONA for course credit,,English,,Detractor,3,4-5,age range of 5-10,No,,"Tones of the different chords. ",Yes,"I based it on the ending if there were distinct differences. ",No,,in-ear headphones,Strongly Agree,Agree,Agree,SSS2v0020,41747
2021-12-02 16:46:24,2021-12-02 16:49:05,IP Address,216.165.95.177,100,161,True,2021-12-02 16:49:05,R_2S2d7OYwK8grusl,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Spanish,,Passive,8,2-3,4-7,No,,memory,Yes,"rythm of melodies ",Yes,I started using the strategy around block 4,"In ear headphones, airpods",Strongly Agree,Agree,Agree,SSS2v0027,41909
2021-12-02 16:50:04,2021-12-02 16:52:21,IP Address,74.64.177.194,100,136,True,2021-12-02 16:52:21,R_3PZG4FSpgMq58im,,,,,40.76300048828125,-73.9925994873046875,anonymous,EN,22,Female,SONA for course credit,,English,,Detractor,3,0,,No,,Memory,No,,No,,In-ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS2v0029,41871
2021-12-02 17:01:59,2021-12-02 17:02:43,IP Address,68.129.210.20,100,43,True,2021-12-02 17:02:43,R_UG54XrqFDM2U1Al,,,,,40.7156982421875,-74,anonymous,EN,21,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,3,6-8,,"Yes, I do alright",piano,,No,,No,,,Agree,Neither Agree nor Disagree,Agree,SSS2v0030,42004
2021-12-02 17:25:11,2021-12-02 17:27:31,IP Address,207.38.154.110,100,139,True,2021-12-02 17:27:32,R_V2wT1hlr65IHOoh,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,24,Male,SONA for course credit,,Other (please specify below):,korean,Detractor,0,0,,No,,memorization and tapping fingers,Yes,there were certain tones that are very different from the original,No,,in-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS2v0035,33891
2021-12-02 17:25:44,2021-12-02 17:28:00,IP Address,216.165.95.156,100,136,True,2021-12-02 17:28:00,R_AcfOPzDoysBdlKh,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,6,2-3,12-15,"Yes, I do alright",Violin,"There seemed to be ""one-off"" notes in key or certain additional notes added in",Yes,Sometimes an options would have more or less notes than the test,Yes,There were also times when the key was off,Airpods pro,Strongly Agree,Agree,Agree,SSS2v0036,41892
2021-12-02 17:35:22,2021-12-02 17:36:39,IP Address,108.54.123.147,100,76,True,2021-12-02 17:36:39,R_3MgSSF0U7uzwblw,,,,,40.6114959716796875,-74.01560211181640625,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,3,0,,No,,,No,,No,,in-ear headphones,Agree,Neither Agree nor Disagree,Agree,SSS2v0032,41979
2021-12-02 17:53:37,2021-12-02 17:56:10,IP Address,216.165.95.169,100,152,True,2021-12-02 17:56:11,R_2a9SnjvMnxnInHk,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,3,2-3,6-9,"Yes, but not so well",piano,"I compared the first variation of the melody to the original, and then compared the second variation of the melody to the first variation of the melody.",No,,No,,Apple airpods second generation,Strongly Agree,Strongly Agree,Agree,SSS2v0033,38825
2021-12-02 18:10:53,2021-12-02 18:12:57,IP Address,100.35.185.138,100,123,True,2021-12-02 18:12:57,R_2VfnmfVXd5iuQLF,,,,,40.658203125,-74.22100067138671875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,3,0,,No,,,Yes,If the pitch of the notes changed or if they were different notes entirely,No,,"in ear heaphones ",Strongly Agree,Disagree,Agree,SSS2v0038,37241
2021-12-02 18:19:14,2021-12-02 18:20:38,IP Address,216.165.95.163,100,83,True,2021-12-02 18:20:38,R_2t9YgHmAFkcoE3l,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Korean,Detractor,2,6-8,10-15,"Yes, I do alright",flute,,No,,No,,"earphone, in-ear",Strongly Agree,Strongly Agree,Agree,SSS2v0014,39999
2021-12-02 18:31:20,2021-12-02 18:38:09,IP Address,68.129.200.187,100,409,True,2021-12-02 18:38:10,R_b2ZcG2zHWFZIYKd,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,20,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,5,0,,No,,no,No,,No,,inear,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,SSS2v0041,42049
2021-12-02 20:47:02,2021-12-02 20:50:00,IP Address,216.165.95.186,100,178,True,2021-12-02 20:50:00,R_1OlQhALV5bjkIC8,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,9+,nine-present,"Yes, I do alright","clarinet, piano",listen for any weird breaks in the pattern,Yes,i would listen to see if notes sounded out of place,Yes,sometimes i would try to follow whether the notes were going up or down,over the ear beats solo,Strongly Agree,Neither Agree nor Disagree,Agree,SSS2v0045,42306
2021-12-02 21:18:02,2021-12-02 21:19:58,IP Address,216.165.95.181,100,115,True,2021-12-02 21:19:59,R_24oQBNLntsPi0mZ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Spanish,,Detractor,4,0,,No,,,No,,No,,headphones,Agree,Neither Agree nor Disagree,Agree,SSS2v0046,41885
2021-12-02 21:38:28,2021-12-02 21:39:44,IP Address,216.165.95.151,100,76,True,2021-12-02 21:39:45,R_QaVZSCBukmUDtXH,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,2,0,,No,,no particular strategy just by ear,No,,No,,speakers,Strongly Agree,Strongly Disagree,Agree,SSS2v0047,41242
2021-12-02 21:58:30,2021-12-02 22:01:27,IP Address,71.247.204.161,100,177,True,2021-12-02 22:01:27,R_1o7K291jtJ9YIpJ,,,,,40.7429046630859375,-73.93920135498046875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,2,2-3,8-10,"Yes, but not so well","piano, ukulele",i try to memorize it,Yes,"i divide the melody into three parts, the intro, middle and the end. I usually notice that the intro and the end are the same for all options so I tend to focus more of the melodies in the middle.",No,,"in-ear speaker, apple air-pods",Agree,Agree,Agree,SSS2v0049,40130
2021-12-02 22:03:58,2021-12-02 22:05:56,IP Address,216.165.95.193,100,118,True,2021-12-02 22:05:56,R_r858OQDX0Gpr4L7,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,2,0,,"Yes, but not so well",PIANO,listened for very distinct notes,No,,No,,"headphones over the ears, steel series wireless headset <3",Agree,Agree,Agree,SSS2v0048,39530
2021-12-02 22:10:16,2021-12-02 22:12:27,IP Address,216.165.95.157,100,130,True,2021-12-02 22:12:28,R_1rMIk18jSg8c0Uj,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,hindi,Detractor,2,0,,"Yes, but not so well",ukelele,,No,,No,,"earphones ",Strongly Agree,Neither Agree nor Disagree,Agree,SSS2v0053,42327
2021-12-02 22:11:34,2021-12-02 22:12:29,IP Address,70.19.55.23,100,55,True,2021-12-02 22:12:30,R_DpFjojo6sKHkOyt,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,6,0,,No,,,No,,No,,,Agree,Agree,Agree,SSS2v0054,42005
2021-12-02 22:09:44,2021-12-02 22:15:16,IP Address,108.176.148.174,100,331,True,2021-12-02 22:15:16,R_2E5X5tjEd2kSyYI,,,,,40.75970458984375,-73.9810028076171875,anonymous,EN,22,Male,SONA for course credit,,Chinese (Mandarin),,Promoter,10,9+,"play piano since 5 years old. Learning music theory and composition for 2 years. ","Yes, I do alright","piano, guitar","perceive a melodie piece as more consonance or dissonance ",Yes,"I feel like when the experiment goes on, the more consonant appear in the melodic ",No,,"in-ear headphone ",Agree,Agree,Agree,SSS2v0052,42174
2021-12-02 22:20:03,2021-12-02 22:25:57,IP Address,24.90.211.175,100,353,True,2021-12-02 22:25:58,R_23TSmxLnTExemDp,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Promoter,10,9+,9-20,"Yes, I do alright","violin, piano","within the same key, rhythm pattern",Yes,melodies with the same beginning and end few notes sounded more similar even if the middles were more different,Yes,sometimes i based it on overall how many notes didn't fit in rather than on patterns,airpods,Strongly Agree,Agree,Agree,SSS2v0050,39113
2021-12-02 23:16:02,2021-12-02 23:18:23,IP Address,216.165.95.145,100,140,True,2021-12-02 23:18:23,R_2Vx80IzPxZU9tpa,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,1,0,,No,,Purely just listening for something that pops out as different,No,,No,,airpods,Strongly Agree,Agree,Agree,SSS2v0055,41322
2021-12-02 23:20:37,2021-12-02 23:21:20,IP Address,68.129.230.46,100,43,True,2021-12-02 23:21:21,R_3dRCq96uWzGe3aB,,,,,40.7252044677734375,-73.944000244140625,anonymous,EN,20,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,0,0,,No,,Just by memory,No,,No,,in-ear,Disagree,Strongly Agree,Agree,SSS2v0042,41891
2021-12-02 23:30:18,2021-12-02 23:31:23,IP Address,162.84.164.182,100,64,True,2021-12-02 23:31:24,R_1hRyvnPInosNYWy,,,,,40.7252044677734375,-73.944000244140625,anonymous,EN,21,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,0,0,,No,,feeling,No,,No,,speakers,Strongly Agree,Strongly Agree,Agree,SSS2v0057,41631
2021-12-03 00:42:58,2021-12-03 00:44:47,IP Address,173.68.163.157,100,109,True,2021-12-03 00:44:48,R_3EZ2ai9xpoUmR6J,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,5,9+,5,"Yes, I do alright",Guzheng,,Yes,The ending,No,,speakers,Agree,Strongly Disagree,Agree,SSS2v0060,40657
2021-12-03 01:40:49,2021-12-03 01:43:22,IP Address,173.68.163.157,100,152,True,2021-12-03 01:43:23,R_3Pczo066jSxTen4,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,19,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,6,1,14,"Yes, but not so well",Guitar,By hearing the change of tones,No,,No,,In ear headphones,Strongly Disagree,Neither Agree nor Disagree,Agree,SSS2v0062,40758
2021-12-03 13:23:36,2021-12-03 13:25:17,IP Address,216.165.95.179,100,100,True,2021-12-03 13:25:18,R_1HekcLI2HRb6CQt,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,0,0,,No,,,Yes,"changes in tone. Some were lower volume than others ",No,,in-ear headphone,Agree,Neither Agree nor Disagree,Agree,SSS2v0022,41490
2021-12-03 13:38:16,2021-12-03 13:39:23,IP Address,69.114.112.225,100,66,True,2021-12-03 13:39:23,R_3s1DncPoHfLvKFk,,,,,40.622100830078125,-73.9810028076171875,anonymous,EN,18,Female,Poeppel Lab Website,,English,,Passive,7,0,,No,,,No,,No,,,Strongly Agree,Disagree,Agree,SSS2v0066,41859
2021-12-03 15:05:56,2021-12-03 15:07:06,IP Address,65.88.88.201,100,70,True,2021-12-03 15:07:06,R_BJQBBsDwUIFRoDT,,,,,40.8123016357421875,-73.96820068359375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,3,0,,No,,,No,,No,,in-ear,Strongly Agree,Disagree,Agree,SSS2v0069,42137
2021-12-03 15:15:00,2021-12-03 15:16:09,IP Address,216.165.95.84,100,68,True,2021-12-03 15:16:09,R_1mXgn2escCnAgRd,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Male,SONA for course credit,,Chinese (Mandarin),,Passive,7,6-8,8-14,"Yes, I do alright",piano,,No,,No,,,Strongly Agree,Agree,Agree,SSS2v0068,42093
2021-12-03 16:18:17,2021-12-03 16:19:59,IP Address,107.77.226.219,100,101,True,2021-12-03 16:19:59,R_1Nbkel40WpJQGvy,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,22,Male,SONA for course credit,,English,,Passive,7,4-5,13-18,"Yes, I do alright","guitar and sing ",none,No,,No,,headphones,Agree,Agree,Agree,SSS2v0072,39299
2021-12-03 16:26:12,2021-12-03 16:27:07,IP Address,216.165.95.174,100,55,True,2021-12-03 16:27:08,R_2WSh7HPLBc0YTcj,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,4-5,12-17,"Yes, but not so well","piano, cello",memory,No,,No,,over the head headphones,Strongly Agree,Strongly Agree,Agree,SSS2v0071,42021
2021-12-03 17:05:55,2021-12-03 17:08:06,IP Address,74.71.92.125,100,131,True,2021-12-03 17:08:07,R_2rH1n7XlzbtIuB5,,,,,40.781005859375,-73.950103759765625,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,9+,9,"Yes, I am near professional","cello, bass, guitar",none,No,,No,,"headphones, over the ears",Disagree,Agree,Agree,SSS2v0070,42319
